time,open,high,low,close,volume
2023-10-09T01:30:00.000Z,6056.8365,6059.9124,6049.648,6049.648,1444
2023-10-09T01:31:00.000Z,6049.648,6049.648,6028.8594,6032.9718,1516
2023-10-09T01:32:00.000Z,6032.9718,6037.7743,6029.632,6034.8121,696
2023-10-09T01:33:00.000Z,6034.8121,6034.876,6025.9745,6026.1647,777
2023-10-09T01:34:00.000Z,6026.1647,6037.7268,6025.4963,6036.2044,708
2023-10-09T01:35:00.000Z,6036.2044,6037.1055,6031.8138,6032.8645,396
2023-10-09T01:36:00.000Z,6032.8645,6037.3695,6030.6192,6035.6801,467
2023-10-09T01:37:00.000Z,6035.6801,6036.8746,6032.7861,6033.1488,284
2023-10-09T01:38:00.000Z,6033.1488,6034.7105,6030.9649,6031.2844,307
2023-10-09T01:39:00.000Z,6031.2844,6031.4423,6024.6665,6024.6665,412
2023-10-09T01:40:00.000Z,6024.6665,6024.7943,6013.1469,6013.3798,1053
2023-10-09T01:41:00.000Z,6013.3798,6017.7004,6013.3798,6016.2189,619
2023-10-09T01:42:00.000Z,6016.2189,6016.6023,6003.3418,6004.3233,952
2023-10-09T01:43:00.000Z,6004.3233,6010.0346,6003.419,6009.2629,511
2023-10-09T01:44:00.000Z,6009.2629,6009.2629,6003.8857,6006.6051,344
2023-10-09T01:45:00.000Z,6006.6051,6013.8231,6004.8284,6013.2669,478
2023-10-09T01:46:00.000Z,6013.2669,6015.8966,6010.4264,6013.4883,305
2023-10-09T01:47:00.000Z,6013.4883,6015.5089,6012.6185,6013.1213,288
2023-10-09T01:48:00.000Z,6013.1213,6014.787,6011.8343,6014.5668,232
2023-10-09T01:49:00.000Z,6014.5668,6014.8655,6007.448,6007.857,349
2023-10-09T01:50:00.000Z,6007.857,6012.0183,6004.5118,6012.0183,423
2023-10-09T01:51:00.000Z,6012.0183,6015.766,6010.5447,6015.766,306
2023-10-09T01:52:00.000Z,6015.766,6020.7753,6015.7616,6019.4118,415
2023-10-09T01:53:00.000Z,6019.4118,6019.8839,6014.0003,6016.2587,446
2023-10-09T01:54:00.000Z,6016.2587,6025.4261,6015.7475,6024.1975,450
2023-10-09T01:55:00.000Z,6024.1975,6037.8564,6022.8301,6037.2628,946
2023-10-09T01:56:00.000Z,6037.2628,6043.4289,6033.7171,6041.9529,837
2023-10-09T01:57:00.000Z,6041.9529,6044.549,6036.1244,6036.3046,471
2023-10-09T01:58:00.000Z,6036.3046,6038.2116,6034.8856,6037.9839,346
2023-10-09T01:59:00.000Z,6037.9839,6046.8897,6036.7782,6046.8897,528
2023-10-09T02:00:00.000Z,6046.8897,6056.2688,6046.8897,6052.0172,900
2023-10-09T02:01:00.000Z,6052.0172,6054.8365,6050.928,6053.5757,578
2023-10-09T02:02:00.000Z,6053.5757,6055.7492,6044.9234,6046.8165,546
2023-10-09T02:03:00.000Z,6046.8165,6055.581,6045.9186,6048.1188,447
2023-10-09T02:04:00.000Z,6048.1188,6048.1188,6038.4207,6040.6801,426
2023-10-09T02:05:00.000Z,6040.6801,6042.3597,6036.1583,6038.0575,314
2023-10-09T02:06:00.000Z,6038.0575,6039.0836,6035.2458,6038.7641,218
2023-10-09T02:07:00.000Z,6038.7641,6047.8388,6038.7641,6047.0281,336
2023-10-09T02:08:00.000Z,6047.0281,6049.6365,6045.832,6046.7178,234
2023-10-09T02:09:00.000Z,6046.7178,6048.4415,6046.0258,6048.3137,111
2023-10-09T02:10:00.000Z,6048.3137,6050.7205,6044.776,6047.5662,151
2023-10-09T02:11:00.000Z,6047.5662,6047.5662,6044.6748,6045.2033,103
2023-10-09T02:12:00.000Z,6045.2033,6045.4909,6040.2393,6040.2393,163
2023-10-09T02:13:00.000Z,6040.2393,6045.0836,6040.1754,6044.9342,126
2023-10-09T02:14:00.000Z,6044.9342,6044.9342,6042.0237,6042.7098,72
2023-10-09T02:15:00.000Z,6042.7098,6046.3289,6042.5181,6045.9447,101
2023-10-09T02:16:00.000Z,6045.9447,6047.7348,6044.5808,6046.3102,149
