time,open,high,low,close,volume
2023-12-14T01:00:00.000Z,60527.4275,60527.4275,60354.1267,60434.1011,824
2023-12-14T01:05:00.000Z,60434.1011,60443.8291,60410.2992,60433.789,379
2023-12-14T01:10:00.000Z,60433.789,60433.789,60390.4271,60415.7852,350
2023-12-14T01:15:00.000Z,60415.7852,60423.7489,60394.4609,60421.4037,258
2023-12-14T01:20:00.000Z,60421.4037,60436.6122,60401.6301,60426.8842,199
2023-12-14T01:25:00.000Z,60426.8842,60426.8842,60372.2269,60372.2269,157
2023-12-14T01:30:00.000Z,60372.2269,60381.9549,60308.006,60313.8042,147
2023-12-14T01:35:00.000Z,60313.8042,60338.3301,60312.9719,60318.7701,167
2023-12-14T01:40:00.000Z,60318.7701,60332.4279,60316.9017,60316.9017,118
2023-12-14T01:45:00.000Z,60316.9017,60332.3238,60307.0697,60332.3238,91
2023-12-14T01:50:00.000Z,60332.3238,60345.9816,60272.9861,60272.9861,215
2023-12-14T01:55:00.000Z,60272.9861,60332.4883,60272.9861,60332.3786,207
2023-12-14T02:00:00.000Z,60332.3786,60332.3786,60283.0922,60292.8202,193
2023-12-14T02:05:00.000Z,60292.8202,60298.6183,60281.2238,60292.8202,34
2023-12-14T02:10:00.000Z,60292.8202,60331.7321,60290.9518,60325.9776,137
2023-12-14T02:30:00.000Z,60325.9776,60331.7757,60296.6896,60298.5579,66
2023-12-14T02:35:00.000Z,60298.5579,60306.9657,60267.188,60267.188,238
2023-12-14T02:40:00.000Z,60267.188,60282.8785,60263.4226,60277.0804,61
2023-12-14T02:45:00.000Z,60277.0804,60318.1728,60277.0804,60318.1728,123
2023-12-14T02:50:00.000Z,60318.1728,60357.5064,60318.1728,60355.7421,91
2023-12-14T02:55:00.000Z,60355.7421,60390.8282,60355.7421,60381.1003,119
2023-12-14T03:00:00.000Z,60381.1003,60381.1003,60365.5741,60375.3021,75
2023-12-14T03:05:00.000Z,60375.3021,60381.3631,60355.9502,60375.565,56
2023-12-14T03:10:00.000Z,60375.565,60405.2858,60363.7606,60405.2858,96
2023-12-14T03:15:00.000Z,60405.2858,60411.2484,60401.1916,60401.1916,86
2023-12-14T03:20:00.000Z,60401.1916,60430.5892,60385.5614,60420.8612,63
2023-12-14T03:25:00.000Z,60420.8612,60436.3874,60420.8612,60425.2128,61
2023-12-14T05:30:00.000Z,60395.6127,60395.6127,60367.9246,60371.8544,148
2023-12-14T05:35:00.000Z,60371.8544,60430.5836,60371.8544,60430.5836,289
2023-12-14T05:40:00.000Z,60430.5836,60434.7819,60411.1881,60415.1179,117
2023-12-14T05:45:00.000Z,60415.1179,60434.6779,60415.1179,60434.6779,73
2023-12-14T05:50:00.000Z,60434.6779,60440.6841,60421.0201,60440.6841,69
2023-12-14T05:55:00.000Z,60440.6841,60460.0853,60440.6841,60446.5315,83
2023-12-14T06:00:00.000Z,60446.5315,60466.1519,60446.5315,60466.1519,28
2023-12-14T06:05:00.000Z,60466.1519,60503.7156,60464.3876,60464.3876,98
2023-12-14T06:10:00.000Z,60464.3876,60489.7457,60464.3876,60489.7457,114
2023-12-14T06:15:00.000Z,60489.7457,60489.9538,60483.9476,60484.1556,22
2023-12-14T06:20:00.000Z,60484.1556,60484.1556,60452.8841,60458.8467,194
2023-12-14T06:25:00.000Z,60458.8467,60458.9015,60441.3139,60451.0419,65
2023-12-14T06:30:00.000Z,60451.0419,60470.4979,60441.3139,60464.6997,69
2023-12-14T06:35:00.000Z,60464.6997,60474.4277,60464.6997,60470.4979,56
2023-12-14T06:40:00.000Z,60470.4979,60470.4979,60460.5618,60464.4916,35
2023-12-14T06:45:00.000Z,60464.4916,60485.8159,60460.5618,60470.2898,104
2023-12-14T06:50:00.000Z,60470.2898,60470.2898,60450.8338,60450.8338,71
2023-12-14T06:55:00.000Z,60450.8338,60480.0178,60440.7501,60446.5483,160
2023-12-14T13:00:00.000Z,61107.9657,61136.2599,60900.0722,60920.4546,1352
2023-12-14T13:05:00.000Z,60920.4546,60991.5264,60905.0157,60989.2056,312
2023-12-14T13:10:00.000Z,60989.2056,60999.1525,60940.2388,60979.478,455
2023-12-14T13:15:00.000Z,60979.478,61018.7172,60895.1785,60895.1785,321
2023-12-14T13:20:00.000Z,60895.1785,60916.4385,60841.8665,60890.9429,246
2023-12-14T13:25:00.000Z,60890.9429,60936.113,60881.2154,60930.4016,240
2023-12-14T13:30:00.000Z,60930.4016,60930.5113,60867.6911,60914.7432,458
2023-12-14T13:35:00.000Z,60914.7432,60926.166,60865.7765,60891.272,177
2023-12-14T13:40:00.000Z,60891.272,60949.9663,60891.272,60940.2388,300
2023-12-14T13:45:00.000Z,60940.2388,61054.2695,60940.2388,61054.2695,370
2023-12-14T13:50:00.000Z,61054.2695,61103.2362,61019.1561,61093.5087,397
2023-12-14T13:55:00.000Z,61093.5087,61097.5248,61044.7613,61054.4889,160
2023-12-14T14:00:00.000Z,61054.4889,61095.0943,61050.4727,61058.2856,145
2023-12-14T14:05:00.000Z,61058.2856,61124.4963,61058.2856,61095.6729,401
2023-12-14T14:10:00.000Z,61095.6729,61160.7187,61095.6729,61109.8155,457
2023-12-14T14:15:00.000Z,61109.8155,61109.8155,61064.5009,61084.285,174
2023-12-14T14:20:00.000Z,61084.285,61084.285,60999.6347,61015.293,432
2023-12-14T14:25:00.000Z,61015.293,61034.8578,61011.2769,61020.9695,122
2023-12-14T14:30:00.000Z,61020.9695,61069.7168,61020.9695,61069.7168,76
2023-12-14T14:35:00.000Z,61069.7168,61109.877,61058.294,61100.1495,100
2023-12-14T14:40:00.000Z,61100.1495,61133.3133,61094.4514,61127.6019,216
2023-12-14T14:45:00.000Z,61127.6019,61133.3133,61108.0986,61108.0986,118
2023-12-14T14:50:00.000Z,61108.0986,61152.8298,61108.0986,61123.5375,228
2023-12-14T14:55:00.000Z,61123.5375,61149.1379,61104.0825,61149.0897,168
